number_of_rooms,floor,area,address,date,price
5,4,110.0,Ориентир Ателье Зайнаб-биби,09.02.2022 09:15,924000
5,14,120.0,Ориентир Минобразование,09.02.2022 09:13,864000
3,9,128.0,Ориентир улица Ниссор Мухаммад,09.02.2022 09:11,921600
2,9,60.0,Сино 2,09.02.2022 09:00,390000
3,4,70.0,Фирдавси,09.02.2022 08:56,650000
2,6,77.0,,09.02.2022 08:16,614460
2,7,50,,09.02.2022 07:57,650000
2,5,70.0,,09.02.2022 07:51,370000
2,2,40.0,И.Сомони,09.02.2022 07:37,340000
2,12,63.0,Шохмансур Улица Бухоро,09.02.2022 06:44,430000
2,4,48.0,Фирдавси диагностика,09.02.2022 06:38,340000
4,5,136.0,Зарафшон,09.02.2022 05:34,1100000
1,3,34.0,Цирк,09.02.2022 03:10,308000
3,2,70.0,101 мкр,08.02.2022 23:46,600000
1,5,53.0,Фирдавси,08.02.2022 23:23,249000
1,5,48.0,Фирдавси,08.02.2022 23:23,228000
2,14,50,,08.02.2022 22:43,431000
3,7,102.0,Сино,08.02.2022 22:36,655000
1,4,40.0,Фирдавси,08.02.2022 22:05,350000
3,1,70.0,82 мкр,08.02.2022 21:59,600000
2,5,75.0,Исмоили Сомони,08.02.2022 21:53,998000
2,2,43.0,103 мкр,08.02.2022 21:28,455000
2,1,46.0,103 мкр,08.02.2022 21:22,350000
2,2,38.0,Профсоюз,08.02.2022 21:18,400000
3,4,43.0,ул.Дехоти 23/13,08.02.2022 20:56,340000
2,7,85.0,Альфемо,08.02.2022 20:44,800000
1,14,33.0,Сино,08.02.2022 19:53,139194
3,2,114.0,Фирдавси,08.02.2022 19:38,715050
3,6,74.0,Дом печать,08.02.2022 19:35,960000
3,3,72.0,91 мкр,08.02.2022 19:34,930000
3,9,84.0,Автовокзал,08.02.2022 19:32,620000
1,3,30.0,Сино 1,08.02.2022 19:19,250000
1,1,31.0,Сино,08.02.2022 19:10,230000
1,1,55.0,112 мкр,08.02.2022 18:59,456000
3,13,94.0,Шохмансур,08.02.2022 18:19,500000
2,12,61.0,Фирдавси лаби дарё,08.02.2022 17:50,299000
3,12,50,,08.02.2022 17:17,715000
2,6,50,,08.02.2022 17:01,270000
3,11,108.0,Ориентир Комплекс Ромиз Плаза,08.02.2022 16:59,816480
3,13,88.0,Ориентир Школа № 65,08.02.2022 16:57,644160
6,9,188.0,Ориентир улица Ниссор Мухаммад,08.02.2022 16:56,1353600
6,11,168.0,Ориентир Комплекс Ромиз Плаза,08.02.2022 16:54,1270080
2,6,47.0,Сино,08.02.2022 16:53,385000
6,13,148.0,Ориентир Школа 65,08.02.2022 16:52,1083360
4,8,146.0,Шохмансур,08.02.2022 16:51,1068720
4,14,126.0,Магазин Олами Китоб,08.02.2022 16:48,967680
4,12,106.0,Ориентир бывший ГАИ Душанбе,08.02.2022 16:46,788640
1,4,50,,08.02.2022 16:45,336000
1,10,70.0,Ориентир Ателье Зайнаб-биби,08.02.2022 16:43,495600
1,12,60.0,Ориентир Факультет Биологии ТГНУ,08.02.2022 16:42,446400
3,5,50,,08.02.2022 16:41,450000
1,14,50.0,Ориентир Минобразование,08.02.2022 16:41,360000
6,8,206.0,Шохмансур,08.02.2022 16:39,1507920
6,10,186.0,Магазин Олами Китоб,08.02.2022 16:38,1428480
6,12,166.0,Ориентир бывший ГАИ Душанбе,08.02.2022 16:37,1235040
2,9,84.0,Ориентир улица Ниссор Мухаммад,08.02.2022 16:34,604800
2,11,74.0,Ориентир Комплекс Ромиз Плаза,08.02.2022 16:33,559440
2,2,40.0,Аэропорт,08.02.2022 16:32,360000
2,13,64.0,Ориентир Школа 65,08.02.2022 16:31,468480
6,7,186.0,Шохмансур,08.02.2022 16:12,1361520
3,3,127.0,Зарафшон 1,08.02.2022 16:08,850000
4,7,160.0,112 мкр,08.02.2022 15:50,1800000
4,2,50,,08.02.2022 15:45,700000
2,8,72.0,Сино,08.02.2022 15:35,810000
3,9,104.0,Ориентир Главный офис Вавилон,08.02.2022 15:35,811200
6,9,184.0,Ориентир подземка Садбарг,08.02.2022 15:34,1368960
3,6,132.0,Шохмансур,08.02.2022 15:30,1050600
6,9,164.0,Ориентир Главный офис Вавилон,08.02.2022 15:28,1279200
6,11,144.0,Ориентир Магазин Гелос,08.02.2022 15:26,1088640
4,8,122.0,Ориентир улица Островского,08.02.2022 15:24,966240
4,6,142.0,Ориентир Колледж Железной Дороги,08.02.2022 15:23,1073520
4,10,102.0,Ориентир Институт Дизайна,08.02.2022 15:22,783360
1,8,68.0,Ориентир район Шохмансур,08.02.2022 15:20,497760
1,10,58.0,Ориентир Магазин Олами Китоб,08.02.2022 15:18,445440
6,6,202.0,Ориентир Колледж Железной Дороги,08.02.2022 15:13,1527120
1,11,32.0,46 мкр,08.02.2022 15:12,169000
6,9,182.0,Ориентир улица Островского,08.02.2022 15:12,1441440
6,10,162.0,Ориентир Институт Дизайна,08.02.2022 15:11,1244160
2,7,82.0,Ориентир подземка Садбарг,08.02.2022 15:07,610080
2,9,72.0,Ориентир Главный офис Вавилон,08.02.2022 15:06,561600
2,11,62.0,Ориентир Магазин Гелос,08.02.2022 15:04,468720
6,7,220.0,Ориентир Вазорати Маориф,08.02.2022 15:03,1689600
6,7,200.0,Ориентир район Садбарга,08.02.2022 15:02,1608000
6,9,180.0,Ориентир Военная кафедра ТГНУ,08.02.2022 15:00,1404000
5,7,137.0,Ориентир подземка Садбарг,08.02.2022 14:58,1019280
5,9,127.0,Ориентир Главный офис Вавилон,08.02.2022 14:57,990600
5,11,117.0,Ориентир Магазин Гелос,08.02.2022 14:56,884520
2,6,58.0,Зарафшон,08.02.2022 14:54,460000
3,6,122.0,Ориентир Колледж Железной Дороги,08.02.2022 14:54,922320
3,9,90.0,Исмоили Сомони,08.02.2022 14:53,1200000
3,8,102.0,Ориентир улица Островского,08.02.2022 14:52,807840
3,10,82.0,Ориентир Институт Дизайна,08.02.2022 14:51,629760
6,6,182.0,Ориентир Колледж Железной Дороги,08.02.2022 14:50,1375920
6,8,162.0,Ориентир улица Островского,08.02.2022 14:48,1283040
6,10,142.0,Ориентир Институт Дизайна,08.02.2022 14:45,1090560
4,5,140.0,Ориентир Вазорати Маориф,08.02.2022 14:42,1075200
4,7,120.0,Ориентир район Садбарга,08.02.2022 14:41,964800
4,9,100.0,Ориентир Военная кафедра ТГНУ,08.02.2022 14:39,780000
1,7,67.0,Ориентир подземка Садбарг,08.02.2022 14:37,498480
1,9,57.0,Ориентир Главный офис Вавилон,08.02.2022 14:35,444600
3,6,108.0,Исмоили Сомони,08.02.2022 14:35,800000
3,15,95.0,Шохмансур,08.02.2022 14:35,570000
1,11,47.0,Ориентир Магазин Гелос,08.02.2022 14:34,355320
6,5,200.0,Ориентир Вазорати Маориф,08.02.2022 14:30,1536000
6,7,180.0,Ориентир район Садбарга,08.02.2022 14:27,1447200
6,9,160.0,Ориентир Военная кафедра ТГНУ,08.02.2022 14:23,1248000
2,6,81.0,Ориентир Колледж Железной Дороги,08.02.2022 14:21,612360
2,8,71.0,Ориентир улица Островского,08.02.2022 14:18,562320
3,5,60.0,Сино (Гипрозем),08.02.2022 14:18,370000
2,10,61.0,Ориентир Институт Дизайна,08.02.2022 14:15,468480
6,9,218.0,Ориентир Офис 55 групп,08.02.2022 14:13,1700400
6,6,198.0,Ориентир улица Чехова,08.02.2022 14:11,1615680
6,8,178.0,улица Лохути,08.02.2022 14:09,1409760
5,6,136.0,Ориентир Колледж Железной Дороги,08.02.2022 14:06,1028160
3,15,103.0,Исмоили Сомони,08.02.2022 14:06,680000
5,8,126.0,Ориентир улица Островского,08.02.2022 14:04,997920
5,10,116.0,Ориентир Институт Дизайна,08.02.2022 14:01,890880
3,5,120.0,Ориентир Вазорати Маориф,08.02.2022 13:59,921600
3,7,100.0,Ориентир район Сино,08.02.2022 13:58,804000
3,9,80.0,Ориентир Военная кафедра ТГНУ,08.02.2022 13:56,624000
6,9,140.0,Ориентир Военная кафедра ТГНУ,08.02.2022 13:54,1092000
6,5,180.0,Ориентир Вазорати Маориф,08.02.2022 13:52,1382400
1,13,69.0,Зарафшон,08.02.2022 13:49,179000
6,7,160.0,Ориентир Садбарг,08.02.2022 13:49,1286400
4,8,98.0,улица Лохути,08.02.2022 13:45,776160
4,6,118.0,улица Чехова,08.02.2022 13:42,962880
4,4,50,,08.02.2022 13:41,1076400
1,10,46.0,Ориентир Институт Дизайна,08.02.2022 13:36,353280
3,7,106.0,Лучоб Масчити нав,08.02.2022 12:35,360000
2,11,48.0,Шохмансур,08.02.2022 12:20,220000
3,9,50,,08.02.2022 12:19,630000
2,5,58.0,Зарафшон,08.02.2022 12:16,420000
4,3,65.0,103 мкр,08.02.2022 12:08,600000
2,8,50,,08.02.2022 11:57,383387
1,2,43.0,Шохмансур,08.02.2022 11:50,295000
2,12,58.0,Зарафшон,08.02.2022 11:44,350000
3,8,89.0,Фирдавси,08.02.2022 11:28,440000
4,4,80.0,82 мкр,08.02.2022 11:24,682200
3,9,125.0,,08.02.2022 11:19,1315000
3,4,80.0,Сино,08.02.2022 11:07,660000
1,6,66.0,Ориентир Колледж Железной Дороги,08.02.2022 10:57,498960
1,8,56.0,Улица Островского,08.02.2022 10:56,443520
2,15,55.0,Центр,08.02.2022 10:53,700000
6,4,198.0,Офис 55 групп,08.02.2022 10:47,1544400
6,6,178.0,ул.Чехова,08.02.2022 10:42,1452480
6,8,158.0,улица Лохути,08.02.2022 10:37,1251360
1,4,64.0,И.Сомони,08.02.2022 10:29,401000
2,7,80.0,Вазорати Маориф,08.02.2022 10:17,614400
2,7,70.0,Ориентир район Садбарга,08.02.2022 10:16,562800
2,9,60.0,Ориентир Военная кафедра ТГНУ,08.02.2022 10:14,468000
6,7,176.0,Ориентир Книжный мир,08.02.2022 10:11,1415040
5,4,102.0,63 мкр,08.02.2022 10:04,749000
2,10,110.0,Аэропорт,08.02.2022 09:55,530000
6,15,216.0,Ориентир бывшая Обувная Фабрика,08.02.2022 09:23,1529280
6,5,196.0,Гостиница Сирена,08.02.2022 09:21,1622880
5,9,115.0,Ориентир Военная кафедра ТГНУ,08.02.2022 09:20,897000
5,5,135.0,Вазорати Маориф,08.02.2022 09:19,1036800
5,7,125.0,Ориентир район Садбарга,08.02.2022 09:17,1005000
3,6,118.0,Ориентир Офис 55 групп,08.02.2022 09:16,920400
3,2,77.0,Сино-2,08.02.2022 09:15,770000
3,5,83.0,Гранд Отель,08.02.2022 09:14,649800
3,8,78.0,улица Лохути,08.02.2022 09:13,617760
6,4,178.0,Ориентир Офис 55 групп,08.02.2022 09:12,1388400
6,6,158.0,Ориентир улица Чехова,08.02.2022 09:10,1289280
6,8,138.0,улица Лохути,08.02.2022 09:09,1092960
4,5,116.0,Гостиница Сирена,08.02.2022 09:04,960480
4,7,96.0,Ориентир Книжный мир,08.02.2022 09:02,771840
1,5,65.0,Вазорати Маориф,08.02.2022 09:01,499200
1,7,55.0,Ориентир район Садбарг,08.02.2022 08:59,442200
2,16,56.0,Сино Зарафшон 2,08.02.2022 08:55,140000
3,5,80.0,Сино Испечак,08.02.2022 08:52,650000
2,4,56.0,33мкр,08.02.2022 08:46,390000
3,2,80.0,82мкр,08.02.2022 08:45,695000
3,9,80.0,Поворот аэропорта,08.02.2022 07:55,510000
2,2,60.0,Сино,08.02.2022 02:10,431000
3,3,80.0,Сино 2,08.02.2022 00:28,692500
3,2,100.0,Цирк,07.02.2022 23:29,600000
2,6,75.0,Центр,07.02.2022 23:27,500000
3,5,109.0,Шохмансур,07.02.2022 23:25,787000
1,9,44.0,Зарафшон,07.02.2022 22:57,320000
1,2,64.0,82 мкр,07.02.2022 22:32,349000
3,3,118.0,92 мкр,07.02.2022 22:31,1400000
5,5,165.0,Центр,07.02.2022 22:05,1800000
3,8,97.0,Сомони,07.02.2022 22:04,1130000
2,4,78.0,92 мкр,07.02.2022 21:28,660000
2,2,36.0,Шохмансур,07.02.2022 21:15,390000
1,8,37.0,46 мкр,07.02.2022 21:12,330000
2,5,69.0,Зарафшон 2,07.02.2022 20:59,515000
1,13,58.0,Профсоюз,07.02.2022 20:46,277000
3,13,118.0,Шохмансур,07.02.2022 20:14,602000
1,3,45.0,Шохмансур,07.02.2022 19:55,400000
1,3,30.0,Сино,07.02.2022 19:44,240000
4,3,65.0,,07.02.2022 19:43,720000
2,3,50.0,Центр,07.02.2022 19:40,600000
3,1,56.0,Шохмансур,07.02.2022 19:34,339000
3,4,58.0,Сино 1,07.02.2022 19:22,565000
2,10,50.0,Зарафшон 1,07.02.2022 18:32,372000
3,2,60.0,Сино,07.02.2022 18:27,320000
2,11,43.0,63 мкр,07.02.2022 18:18,360000
2,15,50,,07.02.2022 17:58,315000
4,2,75.0,Профсоюз,07.02.2022 17:45,640600
2,3,52.0,Испечак,07.02.2022 17:38,375000
1,9,45.0,Ориентир Военная кафедра ТГНУ,07.02.2022 17:01,351000
6,7,156.0,Ориентир Книжный мир,07.02.2022 16:59,1254240
2,8,59.0,улица Лохути,07.02.2022 16:56,467280
6,6,174.0,Ориентир бывший Зелёный базар,07.02.2022 16:55,1419840
5,8,114.0,улица Лохути,07.02.2022 16:51,902880
3,7,76.0,Ориентир Книжный мир,07.02.2022 16:49,611040
6,7,136.0,Ориентир Книжный мир,07.02.2022 16:46,1093440
2,9,60.0,н. Шохмансур,07.02.2022 16:16,372900
1,11,55.0,н Сино,07.02.2022 16:03,244500
1,1,29.0,Шохмансур,07.02.2022 15:52,35000
2,2,78.0,92 мкр,07.02.2022 15:52,624250
3,4,63.0,Сино,07.02.2022 15:44,480000
3,5,69.0,Сино,07.02.2022 15:37,570000
4,1,85.0,101 мкр,07.02.2022 15:36,740000
2,1,37.0,Сино,07.02.2022 15:29,285000
3,9,75.0,Исмоили Сомони,07.02.2022 15:27,795000
2,6,60.0,Шоҳмансур,07.02.2022 15:18,430000
4,4,70.0,Фирдавси,07.02.2022 15:14,700000
2,4,48.0,,07.02.2022 15:04,400000
2,13,50,,07.02.2022 15:04,760000
4,4,85.0,Бобочон Гафуров 13 квартираи 60,07.02.2022 14:32,740000
2,2,42.0,Фирдавси,07.02.2022 13:46,335000
4,4,121.0,Бухоро палас,07.02.2022 13:36,1191000
2,1,48.0,Сино,07.02.2022 13:33,400000
3,13,79.0,Балх (Арбобхотун),07.02.2022 13:32,465000
5,4,100.0,Сино,07.02.2022 12:55,1083000
2,4,73.0,91 мкр,07.02.2022 11:58,508000
2,8,78.0,92 микрорайон,07.02.2022 11:38,328500
2,6,45.0,Сино,07.02.2022 11:35,165000
3,3,80.0,И.Сомони,07.02.2022 11:35,800000
1,15,40.0,Зарафшон 2,07.02.2022 11:13,110000
3,7,110.0,И.Сомонӣ,07.02.2022 11:06,1750000
1,5,42.0,Сино,07.02.2022 10:59,335000
2,10,64.0,Яккачинор,07.02.2022 10:55,290560
2,10,64.0,Центр,07.02.2022 10:10,580000
3,10,102.0,Хитой бозор,07.02.2022 09:56,370464
1,2,47.0,Зарафшон 2,07.02.2022 09:45,410000
4,7,108.0,Зарафшон,07.02.2022 09:40,700000
1,4,50,,07.02.2022 09:30,245000
2,17,64.0,Зарафшон,07.02.2022 09:30,159104
1,17,41.0,Зарафшон,07.02.2022 09:30,101926
2,10,50.0,Зарафшон - 1,07.02.2022 09:24,360000
2,12,50.0,Хитой бозор,07.02.2022 09:03,232675
1,14,64.0,Кохи Борбад,07.02.2022 09:02,254240
2,2,54.0,Сино,07.02.2022 08:55,340000
2,1,44.0,Сино,07.02.2022 08:31,410000
4,3,90.0,103мкр,07.02.2022 08:24,830000
2,16,68.0,Цирк,07.02.2022 08:08,335000
3,6,50,,07.02.2022 07:51,700
1,7,52.0,Шохмансур,07.02.2022 05:44,660000
2,10,78.0,Кохи Борбад,07.02.2022 05:14,489000
2,3,75.0,1-советский сзади Казино Саидшо,07.02.2022 05:13,491000
1,16,68.0,92 мкр,07.02.2022 05:00,340000
2,2,65.0,Пивзавод,07.02.2022 01:51,670800
2,2,57.0,84 мкр,07.02.2022 01:23,500000
3,3,55.0,Шохмансур,07.02.2022 00:18,565000
3,0,50,,06.02.2022 23:16,410000
3,8,65.0,Шохмансур 2,06.02.2022 23:16,350000
1,17,42.0,Зарафшон 2,06.02.2022 22:13,107000
2,8,76.0,Кохи Борбад,06.02.2022 22:02,370918
2,3,60.0,Шомансур,06.02.2022 21:24,400000
1,4,36.0,102мкр,06.02.2022 20:59,300000
1,3,50,,06.02.2022 20:51,295000
3,2,63.0,Шохмансур,06.02.2022 20:40,620000
1,8,50.0,Шохмансур,06.02.2022 19:23,220000
4,4,115.0,Фирдавси,06.02.2022 19:17,800000
4,3,90.0,И.Сомони,06.02.2022 19:16,800000
2,11,73.0,,06.02.2022 19:06,240000
5,1,100.0,103 мкр,06.02.2022 18:16,855000
1,1,44.0,Шохмансур,06.02.2022 18:04,450000
3,15,88.0,Зарафшон,06.02.2022 17:58,345000
4,8,140.0,Нохияи Сино,06.02.2022 17:28,950000
1,1,30.0,Фирдавси,06.02.2022 17:28,170000
1,12,85.0,Водонасос,06.02.2022 17:07,490000
2,1,50.0,,06.02.2022 16:51,580000
2,1,50.0,,06.02.2022 16:40,580000
2,11,51.0,Исмоили Сомони,06.02.2022 16:30,525000
3,4,54.0,Сомони,06.02.2022 16:18,710000
2,2,34.0,Кожзавод,06.02.2022 16:16,340000
2,11,72.0,,06.02.2022 16:16,565000
1,4,50,,06.02.2022 16:09,240000
1,1,30.0,,06.02.2022 16:02,260000
3,11,52.0,Зарафшон,06.02.2022 16:01,399000
2,8,44.0,Шохмансур,06.02.2022 15:40,445000
